大众 朗行 2013款 1.6L 自动舒适型, 2014年,2.7万公里, 到店服务, 6.28万大众 朗逸 2013款 改款经典 1.6L 自动风尚版, 2015年,7.7万公里, 到店服务, 5.91万大众 宝来 2015款 质惠版 1.6L 自动舒适型, 2016年,4.0万公里, 到店服务, 6.49万大众 宝来 2011款 1.4T 手动舒适型, 2011年,9.2万公里, 到店服务, 3.26万日产 轩逸 2012款 1.6XL CVT豪华版, 2013年,9.8万公里, 到店服务, 5.64万哈弗H1 2016款 改款 蓝标 1.5L 手动舒适型, 2016年,3.8万公里, 到店服务, 3.52万别克 君威 2014款 2.0L 精英时尚型, 2015年,5.1万公里, 到店服务, 7.56万菲亚特 菲翔 2017款 1.4T 自动悦享版, 2018年,0.8万公里, 到店服务, 5.75万别克GL8 2014款 2.4L 经典版, 2016年,8.1万公里, 到店服务, 9.10万丰田 YARiS L 致炫 2019款 1.5E CVT魅动版 国VI, 2019年,0.6万公里, 到店服务, 6.87万大众 朗逸 2013款 改款经典 1.6L 自动风尚版, 2015年,6.9万公里, 到店服务, 6.57万本田 缤智 2015款 1.8L CVT两驱豪华型, 2015年,7.7万公里, 到店服务, 9.40万大众 途观 2016款 300TSI 自动两驱风尚版, 2016年,8.0万公里, 到店服务, 11.91万大众 朗行 2013款 1.6L 自动舒适型, 2015年,3.8万公里, 到店服务, 6.47万起亚 智跑 2015款 2.0L 自动两驱版DLX, 2015年,6.3万公里, 到店服务, 7.91万别克 昂科威 2014款 28T 四驱豪华型, 2015年,5.6万公里, 到店服务, 12.63万中华H330 2013款 1.5L 自动豪华型, 2014年,6.6万公里, 到店服务, 2.96万宝马3系 2016款 316Li 时尚型, 2016年,5.8万公里, 到店服务, 17.10万荣威550 2014款 550S 1.8L 自动智选版, 2015年,3.4万公里, 到店服务, 4.56万日产 阳光 2015款 1.5XE CVT大师版, 2016年,4.7万公里, 到店服务, 5.12万本田 锋范经典 2008款 1.5L 自动精英版, 2011年,10.0万公里, 到店服务, 4.24万现代 朗动 2012款 1.6L 自动领先型, 2013年,7.2万公里, 到店服务, 5.10万别克 昂科拉 2014款 1.4T 自动两驱都市精英型, 2014年,4.0万公里, 到店服务, 6.10万大众 朗行 2013款 1.4TSI 自动舒适型, 2015年,9.8万公里, 到店服务, 6.78万现代 全新胜达 2013款 2.4L 自动两驱智能型, 2015年,7.7万公里, 到店服务, 9.66万现代 途胜 2013款 2.0L 自动两驱舒适型, 2016年,3.7万公里, 到店服务, 6.77万福特 翼搏 2013款 1.5L 自动风尚型, 2015年,4.8万公里, 到店服务, 5.19万日产 天籁 2013款 2.0L XL舒适版, 2013年,8.1万公里, 到店服务, 8.54万福特 福克斯 2017款 两厢 1.6L 自动舒适型智行版, 2017年,9.4万公里, 到店服务, 6.03万现代 途胜 2015款 1.6T 双离合两驱智能型, 2016年,5.6万公里, 到店服务, 9.63万本田 雅阁 2014款 2.0L LX 舒适版, 2014年,3.4万公里, 到店服务, 10.59万本田CR-V 2012款 2.0L 四驱经典版, 2012年,13.6万公里, 到店服务, 8.99万大众 朗逸 2013款 改款经典 1.6L 自动风尚版, 2017年,6.2万公里, 到店服务, 7.37万大众 速腾 2014款 1.4TSI 自动豪华型, 2014年,8.5万公里, 到店服务, 7.43万长安CS75 2014款 1.8T 自动精英型 国IV, 2015年,6.5万公里, 到店服务, 6.40万哈弗H6 2015款 运动版 1.5T 自动两驱豪华型, 2016年,6.3万公里, 到店服务, 5.81万大众 凌渡 2015款 230TSI 手动风尚版, 2016年,7.6万公里, 到店服务, 7.43万大众 速腾 2014款 1.4TSI 自动豪华型, 2014年,9.0万公里, 到店服务, 6.83万起亚K2 2012款 两厢 1.4L AT 炫酷纪念版, 2013年,4.8万公里, 到店服务, 4.36万马自达 昂克赛拉 2017款 三厢 1.5L 自动舒适型 国V, 2018年,4.5万公里, 到店服务, 8.73万大众 朗行 2013款 1.6L 自动舒适型, 2014年,2.7万公里, 到店服务, 6.28万
大众 朗逸 2013款 改款经典 1.6L 自动风尚版, 2015年,7.7万公里, 到店服务, 5.91万
现代 菲斯塔 2019款 280TGDi 智速版 国V, 2019年,2.2万公里, 到店服务, 11.70万
现代 朗动 2016款 1.6L 自动尊贵型, 2017年,4.9万公里, 到店服务, 7.15万
比亚迪 宋MAX 2017款 1.5T 自动智联豪华型 7座, 2018年,4.6万公里, 到店服务, 7.13万
福特 蒙迪欧 2018款 EcoBoost 200 时尚型, 2018年,1.9万公里, 到店服务, 13.10万
宝马1系 2018款 118i 时尚型, 2018年,2.8万公里, 到店服务, 13.01万
路虎 发现 2017款 3.0 V6 S(进口), 2018年,2.7万公里, 到店服务, 47.70万
奥迪Q3 2018款 30周年年型 35 TFSI 时尚型, 2019年,1.4万公里, 到店服务, 19.80万
宝马X5 2015款 xDrive28i(进口), 2016年,8.1万公里, 到店服务, 42.49万
现代 全新胜达 2013款 2.4L 自动两驱舒适型, 2015年,2.9万公里, 到店服务, 11.96万
东风风神AX7 2018款 1.6T 自动豪华型特供版, 2019年,2.5万公里, 到店服务, 7.80万
奔驰C级 2019款 改款 C 260 L 运动版, 2019年,2.4万公里, 到店服务, 27.82万
雷诺 科雷嘉 2019款 SCe200 自动两驱智悦型周年版 国V, 2020年,100公里, 店服务, 10.65万
大众 凌渡 2015款 230TSI DSG风尚版, 2016年,7.6万公里, 到店服务, 9.38万
丰田 汉兰达 2018款 2.0T 四驱豪华版 7座 国V, 2019年,2.5万公里, 到店服务, 28.11万
福特 福克斯 2015款 三厢 EcoBoost 125 自动超能风尚型, 2016年,5.2万公里, 到店服务, 6.94万
现代 菲斯塔 2019款 280TGDi 智尊版 国VI, 2020年,0.2万公里, 到店服务, 13.77万
福特 福克斯 2018款 两厢经典 1.6L 自动风尚型智行版, 2018年,2.2万公里, 到店服务, 7.39万
宝骏560 2016款 1.8L 手动豪华型, 2016年,4.8万公里, 到店服务, 4.52万
众泰T600 2016款 2.0T DCT尊贵型, 2016年,3.8万公里, 到店服务, 4.90万
别克GL8 2018款 28T 尊贵型 国VI, 2019年,0.5万公里, 到店服务, 22.51万
奥迪A4L 2013款 35 TFSI 自动舒适型, 2013年,13.3万公里, 到店服务, 13.21万
奇瑞 瑞虎5x 2017款 1.5T 自动精英型, 2018年,3.9万公里, 到店服务, 6.78万
雪铁龙 世嘉 2011款 三厢 1.6L 自动时尚型, 2011年,6.2万公里, 到店服务, 2.89万
福特 蒙迪欧 2013款 1.5L GTDi180时尚型, 2016年,3.6万公里, 到店服务, 9.12万
江铃 特顺 2017款 2.8T商运型长轴中顶6/7/8座JX493, 2019年,2.2万公里, 到店服务, 10.23万
起亚K2 2015款 三厢 1.4L AT GLS, 2016年,6.2万公里, 到店服务, 4.80万
丰田 RAV4 2010款 2.4L 自动豪华升级版, 2010年,10.9万公里, 到店服务, 7.17万
宝马X1 2015款 sDrive18i 时尚晋级版, 2016年,1.9万公里, 到店服务, 14.70万
纳智捷 纳5 2013款 1.8T 自动豪华型, 2014年,6.1万公里, 到店服务, 3.43万
日产 奇骏 2017款 2.0L CVT智享版 2WD, 2017年,3.4万公里, 到店服务, 14.86万
大众 途观 2013款 1.8TSI 自动四驱豪华型, 2015年,5.8万公里, 到店服务, 11.91万
奥迪Q5 2012款 2.0TFSI 舒适型, 2013年,6.4万公里, 到店服务, 15.16万
现代 朗动 2013款 1.6L 自动领先型, 2014年,3.0万公里, 到店服务, 6.24万
吉利 缤越 2019款 运动款 260T DCT Battle 国V, 2019年,0.3万公里, 到店服务, 8.82万
别克 英朗 2013款 GT 1.6L 自动时尚版, 2014年,4.4万公里, 到店服务, 5.40万
丰田 凯美瑞 2013款 2.0G 舒适版, 2014年,8.2万公里, 到店服务, 11.96万
奥迪Q5 2011款 2.0TFSI 技术型, 2011年,14.2万公里, 到店服务, 12.28万
奥迪A1 2012款 1.4 TFSI Ego(进口), 2012年,4.8万公里, 到店服务, 7.07万
哈弗H2s 2017款 红标 1.5T 双离合舒适型, 2017年,4.3万公里, 到店服务, 7.07万
大众 途观 2010款 1.8TSI 自动四驱风尚版, 2011年,8.1万公里, 到店服务, 8.19万
福特 翼搏 2013款 1.5L 自动尊贵型, 2015年,4.2万公里, 到店服务, 6.05万
哈弗H6 2015款 运动版 1.5T 自动两驱豪华型, 2015年,13.6万公里, 到店服务, 5.17万
起亚K2 2015款 三厢 1.4L AT GLS, 2015年,3.0万公里, 到店服务, 4.29万
现代 名图 2017款 1.6T 自动智能型GLS 国V, 2017年,3.9万公里, 到店服务, 9.84万
大众 2016款 途安L 280TSI 自动舒雅版, 2017年,4.4万公里, 到店服务, 11.34万
大众 高尔夫 2010款 1.4TSI 自动舒适型, 2010年,13.2万公里, 到店服务, 4.38万
哈弗H5 2015款 2.0T 手动两驱精英型, 2016年,6.1万公里, 到店服务, 5.96万
DS 6 2014款 1.6T 豪华版THP160, 2015年,4.2万公里, 到店服务, 9.63万
起亚K5 2016款 1.6T 自动PRM, 2017年,5.8万公里, 到店服务, 10.05万
本田 雅阁 2012款 2.0L SE, 2012年,5.3万公里, 到店服务, 9.21万
别克 凯越 2015款 1.5L 自动经典型, 2016年,5.7万公里, 到店服务, 5.36万
荣威360 2015款 1.5L 自动豪华版, 2015年,8.0万公里, 到店服务, 4.56万
奔驰GLA级AMG 2016款 AMG GLA 45 4MATIC, 2017年,1.2万公里, 到店服务, 29.75万
别克 英朗 2013款 GT 1.8L 自动时尚版, 2014年,6.8万公里, 到店服务, 5.60万
现代ix35 2013款 2.0L 自动两驱智能型GLS 国IV, 2015年,8.7万公里, 到店服务, 8.00万
本田XR-V 2015款 1.8L VTi CVT豪华版, 2015年,2.4万公里, 到店服务, 10.02万
传祺GS4 2015款 200T G-DCT舒适版, 2016年,3.9万公里, 到店服务, 5.86万
大众 帕萨特 2017款 330TSI DSG尊荣版, 2017年,8.1万公里, 到店服务, 14.42万
Smart smart fortwo 2018款 0.9T 66千瓦硬顶先锋版 国V, 2018年,0.9万公里, 到店服务, 10.05万
别克 英朗 2017款 15N 自动精英型, 2017年,4.6万公里, 到店服务, 6.75万
MINI 2014款 1.5T COOPER Excitement, 2016年,6.4万公里, 到店服务, 13.86万
传祺GS4 2017款 200T 手动两驱舒适版, 2017年,3.7万公里, 到店服务, 5.96万
吉利 帝豪GS 2018款 领潮版 1.4T 自动领尚智联型, 2018年,1.3万公里, 到店服务, 7.13万
领克01 2017款 2.0T 两驱耀Pro版, 2017年,4.3万公里, 到店服务, 12.26万
众泰T700 2017款 1.8T 双离合尊贵型, 2020年,500公里, 店服务, 9.03万
MINI 2016款 1.2T ONE 先锋派, 2017年,3.6万公里, 到店服务, 14.14万
大众CC 2011款 2.0TSI 豪华型, 2011年,13.9万公里, 到店服务, 10.14万
日产 轩逸 2012款 1.6XL 手动豪华版, 2014年,6.5万公里, 到店服务, 6.50万
丰田 皇冠 2015款 2.0T 时尚版, 2017年,4.3万公里, 到店服务, 22.14万
长安商用 神骐F30 2018款 1.5L舒适型长轴DAM15L, 2018年,0.6万公里, 到店服务, 3.35万
宝骏730 2016款 1.5L 手动标准型 7座, 2018年,5.2万公里, 到店服务, 5.38万
丰田 YARiS L 致炫 2014款 1.3E 自动魅动版, 2014年,12.0万公里, 到店服务, 4.00万
本田 思域 2016款 220TURBO CVT豪华版, 2016年,6.6万公里, 到店服务, 10.63万
大众 迈腾 2017款 330TSI DSG 领先型, 2017年,4.7万公里, 到店服务, 15.07万
起亚K3 2016款 1.6L 自动GLS, 2016年,5.5万公里, 到店服务, 6.42万
凯迪拉克ATS-L 2016款 28T 时尚型, 2016年,7.8万公里, 到店服务, 15.81万
江淮 瑞风M3 2018款 宜家版 1.6L 豪华型, 2018年,1.3万公里, 到店服务, 5.57万
大众 途昂 2019款 380TSI 四驱舒适版 国V, 2019年,3.5万公里, 到店服务, 25.86万
东风风行 菱智 2015款 V3 1.5L 5座特惠型, 2015年,6.6万公里, 到店服务, 3.17万
大众 迈特威 2016款 2.0TSI 两驱舒适版 7座(进口), 2016年,13.1万公里, 到店服务, 24.93万
丰田 汉兰达 2018款 2.0T 四驱豪华版 7座 国VI, 2019年,0.2万公里, 到店服务, 29.58万
丰田 RAV4 2016款 2.0L CVT两驱风尚版 国V, 2018年,2.7万公里, 到店服务, 15.81万
哈弗H7 2016款 蓝标H7 2.0T 自动精英型, 2016年,3.5万公里, 到店服务, 9.58万
丰田 凯美瑞 2012款 骏瑞 2.0S 耀动版, 2014年,5.9万公里, 到店服务, 10.51万
现代 悦动 2011款 1.6L 自动豪华型, 2012年,9.7万公里, 到店服务, 4.05万
丰田 花冠 2013款 1.6L 自动卓越版, 2013年,7.6万公里, 到店服务, 6.00万
宝马X1 2012款 sDrive18i豪华型(进口), 2013年,12.2万公里, 到店服务, 12.96万
大众 迈腾 2017款 330TSI DSG 尊贵型, 2016年,7.0万公里, 到店服务, 14.87万
起亚K5 2016款 2.0L 自动LUX, 2017年,6.2万公里, 到店服务, 9.77万
日产 骊威 2013款 1.6XE CVT舒适版, 2014年,9.6万公里, 到店服务, 4.93万
日产 逍客 2016款 2.0L CVT精英版, 2016年,6.2万公里, 到店服务, 10.42万
标致308 2018款 1.6L 自动豪华版, 2018年,3.1万公里, 到店服务, 8.58万
本田 奥德赛 2017款 2.4L 智享版, 2017年,7.9万公里, 到店服务, 20.26万
哈弗H6 2015款 改款 运动版 1.5T 手动两驱精英型, 2016年,3.8万公里, 到店服务, 6.05万
本田 艾力绅 2016款 2.4L 豪华版, 2017年,4.4万公里, 到店服务, 23.98万
长安CS75 2014款 2.0L 手动领先型 国IV, 2015年,7.0万公里, 到店服务, 5.31万
大众 捷达 2017款 1.5L 手动时尚型, 2018年,2.7万公里, 到店服务, 6.51万
吉利 博越 2016款 1.8TD 自动智尚型, 2018年,5.8万公里, 到店服务, 8.64万
宝马3系 2018款 320Li 时尚型, 2018年,1.5万公里, 到店服务, 24.18万
WEY VV7 2019款 升级款 2.0T 超豪型 国V, 2019年,1.6万公里, 到店服务, 12.56万
丰田 皇冠 2015款 2.0T 时尚版, 2018年,3.7万公里, 到店服务, 22.51万
起亚 智跑 2016款 2.0L 自动两驱版GL, 2016年,5.8万公里, 到店服务, 8.00万
本田 雅阁 2016款 2.0L 舒适版, 2018年,4.4万公里, 到店服务, 14.31万
宝马5系 2018款 改款 530Li 尊享型 M运动套装, 2018年,3.1万公里, 到店服务, 39.81万
宝马 宝马5系 2018款 2.0T 自动（平行进口）, 2018年,2.9万公里, 到店服务, 34.30万
奔驰GLA级 2017款 GLA 200 时尚型, 2018年,3.1万公里, 到店服务, 19.14万
哈弗H6 Coupe 2018款 红标 1.5T 自动两驱超豪型, 2018年,2.4万公里, 到店服务, 9.01万
Smart smart fortwo 2015款 1.0L 52千瓦硬顶激情版, 2016年,1.8万公里, 到店服务, 7.44万
大众 朗逸 2013款 改款经典 1.6L 自动风尚版, 2018年,2.7万公里, 到店服务, 8.36万
长安CS75 2016款 2.0L 手动豪华型 国V, 2016年,3.6万公里, 到店服务, 5.27万
奔驰GLA级 2017款 GLA 200 时尚型, 2018年,2.6万公里, 到店服务, 18.60万
本田 奥德赛 2017款 2.4L 豪华版, 2017年,4.2万公里, 到店服务, 18.42万
Jeep 自由光 2017款 2.0L 优越版, 2018年,3.1万公里, 到店服务, 12.82万
大众 帕萨特 2017款 330TSI DSG尊荣版, 2017年,3.4万公里, 到店服务, 14.49万
Jeep 牧马人 2017款 3.0L Sahara 四门舒享版(进口), 2018年,1.0万公里, 到店服务, 38.13万
日产 轩逸 2016款 1.6XL CVT豪华版, 2018年,3.8万公里, 到店服务, 8.91万
马自达 昂克赛拉 2017款 三厢 1.5L 自动舒适型 国V, 2017年,3.6万公里, 到店服务, 8.17万
大众 凌渡 2017款 230TSI DSG风尚版, 2017年,4.2万公里, 到店服务, 10.59万
启辰T90 2017款 2.0L CVT智尚版, 2017年,2.4万公里, 到店服务, 7.98万
奔驰E级 2016款 E 200 L 运动型, 2016年,7.6万公里, 到店服务, 29.37万
雪佛兰 科沃兹 2018款 320 自动欣享天窗版, 2018年,1.4万公里, 到店服务, 6.12万
奔驰E级 2017款 E 200 运动型 4MATIC, 2017年,6.8万公里, 到店服务, 30.58万
马自达 昂克赛拉 2017款 三厢 2.0L 自动尊贵型 国V, 2017年,4.6万公里, 到店服务, 10.68万
奔驰C级 2016款 C 180 L 运动型, 2016年,2.8万公里, 到店服务, 20.73万
别克 昂科威 2018款 20T 两驱豪华型, 2018年,5.7万公里, 到店服务, 13.75万
现代ix35 2018款 2.0L 自动两驱智勇·畅享版, 2018年,4.0万公里, 到店服务, 10.16万
宝马5系 2018款 525Li M运动套装, 2018年,3.5万公里, 到店服务, 33.95万
奔驰B级 2017款 B 200 动感型(进口), 2017年,1.4万公里, 到店服务, 14.86万
奔驰CLA级 2017款 改款 CLA 200 动感型(进口), 2018年,2.4万公里, 到店服务, 21.28万
哈弗H6 2018款 蓝标 运动版 1.5T 自动两驱精英型, 2018年,1.6万公里, 到店服务, 7.43万
哈弗H4 2018款 红标 1.3GDIT DCT时尚型, 2018年,0.7万公里, 到店服务, 7.35万
领克01 2017款 2.0T 四驱劲Pro版, 2018年,3.9万公里, 到店服务, 13.95万
大众 朗逸 2017款 1.6L 自动风尚版, 2018年,3.3万公里, 到店服务, 7.71万
猎豹CS9 2018款 1.5T CVT劲酷型, 2018年,1.9万公里, 到店服务, 6.47万
启辰T70 2016款 2.0L CVT睿趣版, 2017年,7.1万公里, 到店服务, 6.87万
大众 途昂 2017款 380TSI 四驱舒适版, 2018年,5.8万公里, 到店服务, 22.31万
丰田 雷凌 2018款 185T CVT豪华版, 2019年,1.8万公里, 到店服务, 9.84万
东风风神AX7 2016款 2.0L 自动智逸型, 2017年,3.1万公里, 到店服务, 6.40万
奔驰GLC级 2017款 GLC 260 4MATIC 动感型, 2017年,4.6万公里, 到店服务, 30.51万
奔驰GLC级 2017款 GLC 200 4MATIC, 2017年,4.0万公里, 到店服务, 27.72万
宝马X3 2013款 改款 xDrive20i 豪华型(进口), 2014年,10.4万公里, 到店服务, 21.21万
雪佛兰 迈锐宝XL 2018款 530T 自动锐驰版, 2018年,3.3万公里, 到店服务, 11.61万
奥迪A4L 2018款 30周年年型 40 TFSI 时尚型, 2018年,3.7万公里, 到店服务, 24.18万
凯迪拉克ATS-L 2017款 28T 时尚型, 2018年,3.6万公里, 到店服务, 17.49万
保时捷718 Boxster 2.0T, 2018年,2.6万公里, 到店服务, 56.73万
大众 速腾 2017款 1.6L 自动舒适型, 2017年,5.2万公里, 到店服务, 9.11万
大众 凌渡 2015款 230TSI DSG风尚版, 2016年,4.9万公里, 到店服务, 9.57万
奥迪Q3 2018款 30周年年型 30 TFSI 时尚型, 2018年,2.4万公里, 到店服务, 17.49万
Smart smart fortwo 2015款 1.0L 52千瓦硬顶灵动版, 2016年,4.5万公里, 到店服务, 6.98万
起亚K3 2015款 1.6L 自动GL, 2016年,7.1万公里, 到店服务, 6.78万
奔驰C级 2018款 C 200 L 运动版 成就特别版, 2018年,3.1万公里, 到店服务, 26.29万
本田 雅阁 2016款 混动 2.0L 锐酷版, 2017年,2.5万公里, 到店服务, 15.35万
WEY VV7 2017款 2.0T 超豪型, 2017年,4.4万公里, 到店服务, 11.80万
丰田 汉兰达 2017款 2.0T 四驱豪华版 7座, 2017年,6.1万公里, 到店服务, 25.39万
起亚 福瑞迪 2018款 1.6L 自动智享互联版Value-Connect, 2019年,2.7万公里, 到店服务, 7.43万
别克 君越 2018款 20T 精英型, 2019年,2.3万公里, 到店服务, 15.63万
长安CS75 2017款 尚酷版 1.5T 自动锋悦型, 2018年,3.0万公里, 到店服务, 7.44万
大众CC 2016款 2.0TSI 豪华型, 2017年,8.0万公里, 到店服务, 16.33万
日产 途乐 4.0L 自动（平行进口）, 2018年,5.7万公里, 到店服务, 37.60万
本田 雅阁 2014款 2.0L EXN 豪华导航版, 2014年,9.7万公里, 到店服务, 10.87万
比亚迪 元 2016款 1.5L 手动舒适型, 2017年,1.8万公里, 到店服务, 3.93万
现代 悦纳 2016款 1.4L 自动炫酷版GLS, 2018年,2.4万公里, 到店服务, 5.94万
宝马1系 2017款 118i 运动型, 2017年,6.2万公里, 到店服务, 13.49万
奔驰GLA级 2015款 GLA 200 动感型, 2015年,7.0万公里, 到店服务, 15.63万
路虎 揽胜极光 2018款 240PS HSE DYNAMIC 敞篷版(进口), 2018年,1.5万公里, 到店服务, 36.27万
观致5 2018款 1.6T 自动尊贵型, 2018年,3.0万公里, 到店服务, 8.93万
Jeep 自由光 2016款 2.4L 专业版, 2016年,7.2万公里, 到店服务, 11.05万
本田 思域 2016款 220TURBO CVT豪华版, 2019年,1.7万公里, 到店服务, 12.63万
奔驰E级 2016款 E 300 L 运动时尚型, 2017年,5.9万公里, 到店服务, 32.55万
比亚迪 宋Pro 2019款 1.5T 自动尊贵型, 2019年,0.3万公里, 到店服务, 10.50万
奔驰C级 2018款 C 200 L 运动版, 2018年,4.8万公里, 到店服务, 25.47万
现代 名图 2017款 1.6T 自动智能型GLS 国V, 2017年,3.2万公里, 到店服务, 9.47万
别克 昂科威 2018款 20T 两驱豪华型, 2018年,0.7万公里, 到店服务, 16.04万
别克 昂科威 2018款 20T 两驱精英型, 2018年,2.4万公里, 到店服务, 13.84万
福特 福睿斯 2019款 1.5L 自动悦享型, 2019年,1.1万公里, 到店服务, 7.80万
比亚迪 宋新能源 2017款 宋DM 1.5TID 全时四驱尊贵型, 2018年,1.1万公里, 到店服务, 9.84万
凯迪拉克XTS 2017款 28T 技术型, 2017年,8.6万公里, 到店服务, 16.73万
日产 奇骏 2017款 2.0L CVT舒适版 2WD, 2018年,2.2万公里, 到店服务, 14.87万
大众 途观L 2017款 330TSI 自动两驱豪华版, 2017年,4.2万公里, 到店服务, 16.55万
马自达CX-4 2016款 2.0L 自动两驱蓝天品位版, 2016年,3.1万公里, 到店服务, 10.84万
宝马5系 2014款 525Li 领先型, 2016年,8.6万公里, 到店服务, 25.10万
大众 速腾 2018款 280TSI DSG舒适型, 2018年,2.5万公里, 到店服务, 10.70万
奔驰 唯雅诺 2013款 3.0L 舒适版, 2013年,9.2万公里, 到店服务, 15.42万
传祺GS4 2017款 235T 自动两驱精英版, 2017年,6.8万公里, 到店服务, 7.15万
吉利GX7 2015款 经典版 1.8L 手动精英型 国V, 2016年,3.4万公里, 到店服务, 3.86万
现代 全新胜达 2017款 2.4L 自动两驱智能型 5座, 2017年,3.5万公里, 到店服务, 12.89万
福特 福克斯 2017款 两厢 1.6L 自动风尚型智行版, 2018年,2.9万公里, 到店服务, 7.71万
猎豹CS10 2019款 2.0T 自动驾悦版, 2019年,1.1万公里, 到店服务, 7.80万
宝马3系 2017款 318i 时尚型, 2017年,5.0万公里, 到店服务, 17.94万
吉利 帝豪 2018款 1.5L CVT豪华型, 2018年,1.4万公里, 到店服务, 5.47万
奔驰E级 2016款 E 200 L 运动型, 2017年,5.7万公里, 到店服务, 32.37万
江铃 域虎 2017款 2.4T经典版柴油两驱超豪华型JX4D24A5L, 2018年,3.3万公里, 到店服务, 8.75万
大众 朗逸 2018款 1.5L 自动舒适版 国V, 2019年,3.1万公里, 到店服务, 10.12万
本田 雅阁 2014款 2.0L EX 豪华版, 2014年,8.2万公里, 到店服务, 11.80万
大众 探岳 2019款 380TSI 四驱旗舰型 国V, 2018年,0.4万公里, 到店服务, 22.32万
别克GL8 2017款 25S 豪华型标准版, 2017年,4.8万公里, 到店服务, 18.03万
传祺GM8 2018款 320T 尊贵版, 2018年,4.0万公里, 到店服务, 17.38万
凯迪拉克ATS-L 2017款 28T 时尚型, 2017年,8.2万公里, 到店服务, 15.15万
奔驰GLC级 2018款 GLC 200 4MATIC 轿跑SUV(进口), 2018年,2.0万公里, 到店服务, 36.91万
奔驰C级 2018款 C 180 L 时尚型, 2018年,2.0万公里, 到店服务, 24.41万
现代 菲斯塔 2019款 280TGDi 运动版 国V, 2018年,1.8万公里, 到店服务, 10.98万
Jeep 自由光 2017款 2.4L 领先版智能包, 2018年,3.3万公里, 到店服务, 12.84万
猎豹CS9 2018款 1.5T CVT劲酷型, 2018年,3.2万公里, 到店服务, 6.05万
奔驰E级 2017款 E 300 L 运动豪华型, 2017年,6.7万公里, 到店服务, 35.25万
九龙 艾菲 2017款 2.0L 手动标准型, 2020年,800公里, 店服务, 9.48万
本田 雅阁 2018款 锐·混动 2.0L 锐尊版 国V, 2018年,1.9万公里, 到店服务, 19.53万
哈弗F5 2018款 1.5T i型, 2019年,1.2万公里, 到店服务, 8.08万
日产 奇骏 2015款 2.0L CVT舒适MAX版 2WD, 2015年,6.9万公里, 到店服务, 12.26万
宝骏730 2016款 改款 1.5L 手动标准型 7座 国V, 2018年,1.8万公里, 到店服务, 5.21万
别克GL6 2019款 18T 6座互联尊贵型 国V, 2018年,0.1万公里, 到店服务, 10.59万
猎豹 Mattu 2018款 1.6T GDI DCT旗舰型, 2018年,1.1万公里, 到店服务, 8.19万
奔驰CLA级 2016款 改款 CLA 200 动感型(进口), 2017年,2.7万公里, 到店服务, 20.43万
日产 逍客 2016款 2.0L CVT精英版, 2016年,3.1万公里, 到店服务, 10.05万
大众 途观L 2017款 330TSI 自动两驱豪华版, 2018年,2.5万公里, 到店服务, 17.39万
玛莎拉蒂Ghibli 2014款 3.0T 标准版, 2016年,4.5万公里, 到店服务, 50.04万
现代 全新胜达 2017款 2.4L 自动两驱智能型 5座, 2017年,4.4万公里, 到店服务, 12.56万
猎豹CT7 2018款 1.9T柴油两驱进取型大双版D19TCIE, 2019年,100公里, 店服务, 7.69万
起亚K5新能源 2019款 2.0L GLS, 2019年,100公里, 店服务, 12.84万
丰田 皇冠 2011款 2.5L Royal 真皮天窗特别版, 2012年,8.1万公里, 到店服务, 16.91万
捷豹F-PACE 2018款 2.0T 两驱都市尊享版, 2018年,2.8万公里, 到店服务, 29.75万
宝马X5 2018款 xDrive35i 典雅型(进口), 2018年,2.9万公里, 到店服务, 53.76万
吉利 金刚 2019款 1.5L 手动互联天窗版, 2019年,100公里, 店服务, 4.12万
别克 昂科威 2016款 20T 四驱豪华型, 2016年,5.6万公里, 到店服务, 11.43万
别克GL8 2017款 25S 舒适型 国V, 2017年,6.7万公里, 到店服务, 16.08万
凯迪拉克ATS-L 2017款 28T 时尚型, 2018年,2.9万公里, 到店服务, 17.37万
凯迪拉克ATS-L 2017款 28T 技术型, 2018年,3.2万公里, 到店服务, 16.73万
路虎 发现 2018款 3.0 V6 SE(进口), 2018年,3.9万公里, 到店服务, 47.98万
奥迪A6L 2019款 45 TFSI 臻选动感型, 2019年,3.2万公里, 到店服务, 33.47万
林肯MKC 2017款 2.0T 两驱尊享版, 2017年,3.5万公里, 到店服务, 17.66万
别克 英朗 2017款 15N 自动进取型, 2017年,3.5万公里, 到店服务, 6.78万
奥迪A3 2019款 Sportback 35 TFSI 时尚型 国V, 2019年,0.2万公里, 到店服务, 15.81万
日产 天籁 2013款 2.0L XE时尚版, 2017年,3.7万公里, 到店服务, 11.91万
荣威350 2014款 1.5L 自动迅悦版, 2014年,9.7万公里, 到店服务, 3.71万
福特 福睿斯 2015款 1.5L 自动舒适型, 2016年,7.8万公里, 到店服务, 5.85万
领克01 2017款 2.0T 两驱型版, 2018年,3.1万公里, 到店服务, 12.77万
日产 骐达 2016款 1.6L CVT酷动版, 2018年,3.8万公里, 到店服务, 8.65万
Smart smart forfour 2016款 0.9T 66千瓦先锋版, 2018年,2.7万公里, 到店服务, 11.70万
宝马X5 2017款 xDrive28i(进口), 2018年,7.4万公里, 到店服务, 46.49万
猎豹CS9 2018款 1.5T CVT劲酷型, 2018年,2.2万公里, 到店服务, 6.12万
凯迪拉克ATS-L 2017款 28T 技术型, 2017年,5.8万公里, 到店服务, 15.98万
